Symbol,Name,Market_Cap,Country,Volume,Sector,Industry
LIVN,LivaNova PLC Ordinary Shares,2991919098.0,United Kingdom,381598,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BRZE,Braze Inc. Class A Common Stock,2979340357.0,United States,553077,Technology,Computer Software: Prepackaged Software
SHLS,Shoals Technologies Group Inc. Class A Common Stock,2976650489.0,United States,1406959,Technology,Semiconductors
WERN,Werner Enterprises Inc. Common Stock,2976538981.0,United States,513830,Industrials,Trucking Freight/Courier Services
OTTR,Otter Tail Corporation Common Stock,2964956401.0,United States,1708437,Utilities,Electric Utilities: Central
BMBL,Bumble Inc. Class A Common Stock,2948853547.0,United States,2061171,Technology,Computer Software: Prepackaged Software
BANF,BancFirst Corporation Common Stock,2948608976.0,United States,72940,Finance,Major Banks
RPD,Rapid7 Inc. Common Stock,2944025224.0,United States,621536,Technology,Computer Software: Prepackaged Software
ISEE,IVERIC bio Inc. Common Stock,2942898004.0,United States,18284802,Health Care,Biotechnology: Pharmaceutical Preparations
VRNS,Varonis Systems Inc. Common Stock,2941149434.0,United States,795956,Technology,Computer Software: Prepackaged Software
HRMY,Harmony Biosciences Holdings Inc. Common Stock,2922575886.0,United States,658774,Health Care,Biotechnology: Pharmaceutical Preparations
ACIW,ACI Worldwide Inc. Common Stock,2920603717.0,United States,820299,Technology,EDP Services
GH,Guardant Health Inc. Common Stock,2914309008.0,United States,4645337,Health Care,Medical Specialities
FULT,Fulton Financial Corporation Common Stock,2911194630.0,United States,770087,Finance,Major Banks
CD,Chindata Group Holdings Limited American Depositary Shares,2908473657.0,China,1169585,Finance,Investment Bankers/Brokers/Service
STNE,StoneCo Ltd. Class A Common Shares,2904172429.0,Brazil,4096877,Technology,EDP Services
SSRM,SSR Mining Inc. Common Stock,2894577548.0,Canada,1548661,,
MXL,MaxLinear Inc. Common Stock,2893122602.0,United States,1103058,Technology,Semiconductors
AXSM,Axsome Therapeutics Inc. Common Stock,2893050912.0,United States,859835,Health Care,Biotechnology: Pharmaceutical Preparations
AAWW,Atlas Air Worldwide Holdings NEW Common Stock,2891729986.0,United States,300575,Consumer Discretionary,Transportation Services
GO,Grocery Outlet Holding Corp. Common Stock,2883348878.0,United States,539743,Consumer Discretionary,Specialty Foods
WOOF,Petco Health and Wellness Company Inc. Class A Common Stock,2879913990.0,United States,988918,Miscellaneous,Diversified Commercial Services
SFNC,Simmons First National Corporation Class A Common Stock,2878877180.0,United States,383746,Finance,Major Banks
IBOC,International Bancshares Corporation Common Stock,2873384666.0,United States,231376,Finance,Major Banks
FWRD,Forward Air Corporation Common Stock,2855467561.0,United States,297454,Consumer Discretionary,Oil Refining/Marketing
AXNX,Axonics Inc. Common Stock,2843515635.0,United States,495786,Health Care,Medical/Dental Instruments
SPWR,SunPower Corporation Common Stock,2837433088.0,United States,4702993,Technology,Semiconductors
ZLAB,Zai Lab Limited American Depositary Shares,2817536601.0,China,292182,Health Care,Biotechnology: Pharmaceutical Preparations
HELE,Helen of Troy Limited Common Stock,2800378688.0,Bermuda,368958,Consumer Discretionary,Home Furnishings
MMYT,MakeMyTrip Limited Ordinary Shares,2799234384.0,India,228022,Technology,Internet and Information Services
PDCO,Patterson Companies Inc. Common Stock,2797499760.0,United States,414886,Health Care,Medical Specialities
INSM,Insmed Incorporated Common Stock,2792177033.0,United States,1148149,Health Care,Biotechnology: Pharmaceutical Preparations
JBLU,JetBlue Airways Corporation Common Stock,2791825033.0,United States,4904819,Consumer Discretionary,Air Freight/Delivery Services
MRTX,Mirati Therapeutics Inc. Common Stock,2784901565.0,United States,687165,Health Care,Biotechnology: Pharmaceutical Preparations
RVNC,Revance Therapeutics Inc. Common Stock,2779201600.0,United States,1155210,Health Care,Biotechnology: Pharmaceutical Preparations
CVLT,Commvault Systems Inc. Common Stock,2777007501.0,United States,265214,Technology,Computer Software: Prepackaged Software
PLXS,Plexus Corp. Common Stock,2775234747.0,United States,197406,Technology,Electrical Products
HSAI,Hesai Group American Depositary Share each ADS represents one Class B ordinary share,2774314505.0,China,254918,,
EBC,Eastern Bankshares Inc. Common Stock,2769424988.0,United States,686652,Finance,Major Banks
HCM,HUTCHMED (China) Limited American Depositary Shares,2767281088.0,Hong Kong,139469,Health Care,Biotechnology: Pharmaceutical Preparations
BPMC,Blueprint Medicines Corporation Common Stock,2765370840.0,United States,708203,Health Care,Biotechnology: Pharmaceutical Preparations
PRTA,Prothena Corporation plc Ordinary Shares,2757891156.0,United States,365357,Health Care,Biotechnology: Pharmaceutical Preparations
DADA,Dada Nexus Limited American Depositary Shares,2755250552.0,China,952833,Consumer Discretionary,Department/Specialty Retail Stores
ABCL,AbCellera Biologics Inc. Common Shares,2743703095.0,Canada,2806068,Health Care,Pharmaceuticals and Biotechnology
JJSF,J & J Snack Foods Corp. Common Stock,2740564112.0,United States,55515,Consumer Staples,Specialty Foods
SHOO,Steven Madden Ltd. Common Stock,2723585331.0,United States,557346,Consumer Discretionary,Shoe Manufacturing
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,2723249639.0,United States,511726,Energy,Coal Mining
SAGE,Sage Therapeutics Inc. Common Stock,2708153406.0,United States,478007,Health Care,Biotechnology: Pharmaceutical Preparations
VICR,Vicor Corporation Common Stock,2699734588.0,United States,443375,Technology,Industrial Machinery/Components
SBCF,Seacoast Banking Corporation of Florida Common Stock,2692948559.0,United States,603188,Finance,Major Banks
PROK,ProKidney Corp. Class A Ordinary Shares,2691941985.0,United States,17834,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RRR,Red Rock Resorts Inc. Class A Common Stock,2681939375.0,United States,453423,Consumer Discretionary,Recreational Games/Products/Toys
TNDM,Tandem Diabetes Care Inc. Common Stock,2678687383.0,United States,542177,Health Care,Medical/Dental Instruments
TPG,TPG Inc. Class A Common Stock,2672767156.0,United States,818647,Finance,Trusts Except Educational Religious and Charitable
LGIH,LGI Homes Inc. Common Stock,2661846787.0,United States,219190,Consumer Discretionary,Homebuilding
ALRM,Alarm.com Holdings Inc. Common Stock,2648268321.0,United States,216111,Technology,Computer Software: Prepackaged Software
OLK,Olink Holding AB (publ) American Depositary Shares,2643978220.0,Sweden,116597,Industrials,Biotechnology: Laboratory Analytical Instruments
SONO,Sonos Inc. Common Stock,2625913327.0,United States,1890878,Consumer Discretionary,Consumer Electronics/Video Chains
TRMD,TORM plc Class A Common Stock,2623764592.0,United Kingdom,206637,Consumer Discretionary,Marine Transportation
TGTX,TG Therapeutics Inc. Common Stock,2621969085.0,United States,2521888,Health Care,Biotechnology: Pharmaceutical Preparations
URBN,Urban Outfitters Inc. Common Stock,2620556573.0,United States,1644470,Consumer Discretionary,Clothing/Shoe/Accessory Stores
FLYW,Flywire Corporation Voting Common Stock,2618167870.0,United States,912945,Technology,EDP Services
XRX,Xerox Holdings Corporation Common Stock,2612447370.0,United States,1630925,Technology,EDP Services
NVMI,Nova Ltd. Ordinary Shares,2609926999.0,Israel,113470,Technology,Electronic Components
MGRC,McGrath RentCorp Common Stock,2607946317.0,United States,80224,Consumer Discretionary,Diversified Commercial Services
MGEE,MGE Energy Inc,2604847541.0,United States,76676,Utilities,Power Generation
PAGP,Plains GP Holdings L.P. Class A Units representing Limited Partner Interests,2603433284.0,United States,3196175,Energy,Oil & Gas Production
SITM,SiTime Corporation Common Stock,2602754207.0,United States,163048,Technology,Semiconductors
GLPG,Galapagos NV American Depositary Shares,2595894199.0,Belgium,135530,Health Care,Biotechnology: Pharmaceutical Preparations
VSAT,ViaSat Inc. Common Stock,2592871566.0,United States,386799,Technology,Radio And Television Broadcasting And Communications Equipment
ITRI,Itron Inc. Common Stock,2585988319.0,United States,186917,Industrials,Electrical Products
RUM,Rumble Inc. Class A Common Stock,2584743587.0,United States,275129,Technology,Computer Software: Prepackaged Software
PACB,Pacific Biosciences of California Inc. Common Stock,2573148174.0,United States,5489182,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
PRFT,Perficient Inc. Common Stock,2564236278.0,United States,273677,Technology,EDP Services
VRNT,Verint Systems Inc. Common Stock,2527946944.0,United States,301249,Technology,EDP Services
IBTX,Independent Bank Group Inc Common Stock,2515102738.0,United States,151587,Finance,Major Banks
JAMF,Jamf Holding Corp. Common Stock,2513931749.0,United States,278588,Technology,Computer Software: Prepackaged Software
VTYX,Ventyx Biosciences Inc. Common Stock,2510172139.0,United States,407968,Health Care, Medicinal Chemicals and Botanical Products 
DCT,Duck Creek Technologies Inc. Common Stock,2508929386.0,United States,2388684,Technology,Retail: Computer Software & Peripheral Equipment
PRGS,Progress Software Corporation Common Stock (DE),2505791041.0,United States,340973,Technology,Computer Software: Prepackaged Software
VIAV,Viavi Solutions Inc. Common Stock,2504021372.0,United States,2136864,Technology,Radio And Television Broadcasting And Communications Equipment
CSIQ,Canadian Solar Inc. Common Shares (ON),2502627890.0,Canada,835507,,
FRME,First Merchants Corporation Common Stock,2502323955.0,United States,145153,Finance,Major Banks
EXTR,Extreme Networks Inc. Common Stock,2494512685.0,United States,956590,Telecommunications,Telecommunications Equipment
LESL,Leslie's Inc. Common Stock,2490435770.0,United States,2790876,Miscellaneous,Diversified Commercial Services
COLB,Columbia Banking System Inc. Common Stock,2484430868.0,United States,954092,Finance,Major Banks
INTA,Intapp Inc. Common Stock,2484407802.0,United States,261097,Technology,Computer Software: Prepackaged Software
CVCO,Cavco Industries Inc. Common Stock When Issued,2476226286.0,United States,61820,Consumer Discretionary,Homebuilding
ARCB,ArcBest Corporation Common Stock,2475753246.0,United States,222593,Industrials,Trucking Freight/Courier Services
AMLX,Amylyx Pharmaceuticals Inc. Common Stock,2460093374.0,United States,626487,Health Care,Biotechnology: Pharmaceutical Preparations
CBRL,Cracker Barrel Old Country Store Inc Common Stock,2455002282.0,United States,248464,Consumer Discretionary,Restaurants
LAZR,Luminar Technologies Inc.  Class A Common Stock,2452243073.0,United States,7485828,Consumer Discretionary,Auto Parts:O.E.M.
FTAI,FTAI Aviation Ltd. Common Stock,2450743244.0,United States,622248,Consumer Discretionary,Diversified Commercial Services
PAX,Patria Investments Limited Class A Common Shares,2443402638.0,Cayman Islands,148748,Finance,Investment Managers
ULCC,Frontier Group Holdings Inc. Common Stock,2434600771.0,United States,775733,Consumer Discretionary,Air Freight/Delivery Services
FORM,FormFactor Inc. FormFactor Inc. Common Stock,2431682502.0,United States,405194,Technology,Semiconductors
THRM,Gentherm Inc Common Stock,2429766524.0,United States,119444,Consumer Discretionary,Auto Parts:O.E.M.
CORT,Corcept Therapeutics Incorporated Common Stock,2425351211.0,United States,424140,Health Care,Biotechnology: Pharmaceutical Preparations
FFBC,First Financial Bancorp. Common Stock,2421620846.0,United States,216992,Finance,Major Banks
BLMN,Bloomin' Brands Inc. Common Stock,2415203146.0,United States,2093314,Consumer Discretionary,Restaurants
WAFD,Washington Federal Inc. Common Stock,2413171819.0,United States,346778,Finance,Major Banks
OMCL,Omnicell Inc. Common Stock ($0.001 par value),2411537966.0,United States,303769,Health Care,Managed Health Care
NAVI,Navient Corporation Common Stock,2410200000.0,United States,848504,Finance,Finance: Consumer Services
XENE,Xenon Pharmaceuticals Inc. Common Shares,2397937688.0,Canada,148791,Health Care,Pharmaceuticals and Biotechnology
GLNG,Golar Lng Ltd,2392844690.0,Bermuda,1031390,Energy,Oilfield Services/Equipment
ODP,The ODP Corporation Common Stock,2390858502.0,United States,315565,Miscellaneous,Diversified Commercial Services
WDFC,WD-40 Company Common Stock,2388563501.0,United States,60243,Industrials,Industrial Specialties
VRRM,Verra Mobility Corporation Class A Common Stock,2381525000.0,United States,985667,Consumer Discretionary,Other Consumer Services
TRUP,Trupanion Inc. Common Stock,2372887278.0,United States,824469,Health Care,Medical Specialities
YY,JOYY Inc. American Depositary Shares,2354820888.0,China,480338,Technology,EDP Services
TTEC,TTEC Holdings Inc. Common Stock,2346809498.0,United States,102836,Technology,Retail: Computer Software & Peripheral Equipment
GBDC,Golub Capital BDC Inc. Common Stock,2337852766.0,United States,718491,Finance,Investment Managers
CENT,Central Garden & Pet Company Common Stock,2328172320.0,United States,20877,,
FROG,JFrog Ltd. Ordinary Shares,2326958859.0,United States,524496,Technology,Computer Software: Prepackaged Software
RKLB,Rocket Lab USA Inc. Common Stock,2323692808.0,United States,3418468,Industrials,Aerospace
NUVA,NuVasive Inc. Common Stock,2317330084.0,United States,1443197,Health Care,Medical/Dental Instruments
FTDR,Frontdoor Inc. Common Stock,2315209340.0,United States,384154,Consumer Discretionary,Other Consumer Services
VERX,Vertex Inc. Class A Common Stock,2309113815.0,United States,105822,Technology,EDP Services
STRA,Strategic Education Inc. Common Stock,2302800974.0,United States,88798,Consumer Discretionary,Service to the Health Industry
SIMO,Silicon Motion Technology Corporation American Depositary Shares,2300965824.0,Taiwan,1226202,Technology,Semiconductors
TOWN,TowneBank Common Stock,2297547685.0,United States,245868,Finance,Major Banks
CSQ,Calamos Strategic Total Return Common Stock,2280037376.0,United States,485016,Finance,Finance Companies
RVMD,Revolution Medicines Inc. Common Stock,2272156546.0,United States,1071901,Health Care, Medicinal Chemicals and Botanical Products 
PSMT,PriceSmart Inc. Common Stock,2267337959.0,United States,75844,Consumer Discretionary,Department/Specialty Retail Stores
VCTR,Victory Capital Holdings Inc. Class A Common Stock,2257425155.0,United States,321525,Finance,Investment Managers
EXPI,eXp World Holdings Inc. Common Stock,2256936713.0,United States,1048045,Finance,Real Estate
CLBK,Columbia Financial Inc. Common Stock,2256778558.0,United States,181191,Finance,Commercial Banks
FGEN,FibroGen Inc Common Stock,2237132551.0,United States,529537,Health Care,Biotechnology: Pharmaceutical Preparations
RLAY,Relay Therapeutics Inc. Common Stock,2230510923.0,United States,840336,Health Care,Biotechnology: Pharmaceutical Preparations
XPEL,XPEL Inc. Common Stock,2228340204.0,United States,108818,Consumer Discretionary,Auto Parts:O.E.M.
VNOM,Viper Energy Partners LP Common Unit,2227779784.0,United States,378830,Energy,Oil & Gas Production
WSBC,WesBanco Inc. Common Stock,2225881009.0,United States,149571,Finance,Major Banks
SBLK,Star Bulk Carriers Corp. Common Shares,2220122732.0,Greece,2434920,Consumer Discretionary,Marine Transportation
AVAV,AeroVironment Inc. Common Stock,2207051333.0,United States,152257,Industrials,Aerospace
CENTA,Central Garden & Pet Company Class A Common Stock Nonvoting,2206120141.0,United States,147285,,
IDCC,InterDigital Inc. Common Stock,2203960380.0,United States,693947,Telecommunications,Telecommunications Equipment
BANR,Banner Corporation Common Stock,2196965657.0,United States,116144,Finance,Major Banks
DNUT,Krispy Kreme Inc. Common Stock,2195100683.0,United States,832938,Consumer Discretionary,Specialty Foods
CSWI,CSW Industrials Inc. Common Stock,2183821416.0,United States,50826,Industrials,Home Furnishings
RNW,ReNew Energy Global plc Class A Ordinary Shares,2173668922.0,United Kingdom,2026496,Utilities,Electric Utilities: Central
PSNYW,Polestar Automotive Holding UK PLC Class C-1 ADS (ADW),2172659903.0,Sweden,63467,Consumer Discretionary,Auto Manufacturing
QRTEB,Qurate Retail Inc. Series B Common Stock ,2155673650.0,United States,13259,Consumer Discretionary,Catalog/Specialty Distribution
MGPI,MGP Ingredients Inc.,2147057794.0,United States,72985,Consumer Staples,Beverages (Production/Distribution)
SNEX,StoneX Group Inc. Common Stock,2141888095.0,United States,115471,Finance,Investment Bankers/Brokers/Service
HTLF,Heartland Financial USA Inc. Common Stock,2128041113.0,United States,190441,Finance,Major Banks
NTCT,NetScout Systems Inc. Common Stock,2126738692.0,United States,493929,Technology,EDP Services
CRCT,Cricut Inc. Class A Common Stock,2126481818.0,United States,36883,Industrials,Wholesale Distributors
SUPN,Supernus Pharmaceuticals Inc. Common Stock,2124484823.0,United States,249071,Health Care,Biotechnology: Pharmaceutical Preparations
XNCR,Xencor Inc. Common Stock,2121909407.0,United States,279946,Health Care,Biotechnology: Pharmaceutical Preparations
TMDX,TransMedics Group Inc. Common Stock,2110190942.0,United States,309548,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AKRO,Akero Therapeutics Inc. Common Stock,2103875738.0,United States,852290,Health Care,Biotechnology: Pharmaceutical Preparations
AUR,Aurora Innovation Inc. Class A Common Stock,2098800000.0,United States,1616515,Technology,EDP Services
GDRX,GoodRx Holdings Inc. Class A Common Stock,2095843439.0,United States,774483,Technology,Retail: Computer Software & Peripheral Equipment
RNST,Renasant Corporation Common Stock,2091527028.0,United States,204903,Finance,Major Banks
AGYS,Agilysys Inc. Common Stock (DE),2088784430.0,United States,115027,Technology,Computer Software: Prepackaged Software
EFSC,Enterprise Financial Services Corporation Common Stock,2073874510.0,United States,78496,Finance,Major Banks
ALHC,Alignment Healthcare Inc. Common Stock,2072979060.0,United States,569651,Health Care,Medical Specialities
TBBK,The Bancorp Inc Common Stock,2069426539.0,United States,450605,Finance,Major Banks
FA,First Advantage Corporation Common Stock,2063202909.0,United States,700844,Consumer Discretionary,Business Services
PLAY,Dave & Buster's Entertainment Inc. Common Stock,2061995298.0,United States,581287,Consumer Discretionary,Movies/Entertainment
CAKE,Cheesecake Factory Incorporated (The) Common Stock,2061947454.0,United States,1749822,Consumer Discretionary,Restaurants
GOGO,Gogo Inc. Common Stock,2056687369.0,United States,1775091,Consumer Discretionary,Telecommunications Equipment
SILK,Silk Road Medical Inc. Common Stock,2054805391.0,United States,593298,Health Care,Medical/Dental Instruments
GPRE,Green Plains Inc. Common Stock,2053884683.0,United States,577646,Industrials,Industrial Specialties
LFST,LifeStance Health Group Inc. Common Stock,2049125913.0,United States,317883,Health Care,Hospital/Nursing Management
SMTC,Semtech Corporation Common Stock,2034508423.0,United States,494806,Technology,Semiconductors
CARG,CarGurus Inc. Class A Common Stock ,2030226920.0,United States,1117450,,
CLDX,Celldex Therapeutics Inc.,2026234730.0,United States,316378,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NMIH,NMI Holdings Inc. Class A Common Stock,2023642825.0,United States,340603,Finance,Property-Casualty Insurers
AVDX,AvidXchange Holdings Inc. Common Stock,2014868223.0,United States,1438433,Technology,EDP Services
KRYS,Krystal Biotech Inc. Common Stock,2014753378.0,United States,148043,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LILAK,Liberty Latin America Ltd. Class C Common Stock,2013286309.0,United States,824807,Telecommunications,Cable & Other Pay Television Services
PTVE,Pactiv Evergreen Inc. Common stock,2010952631.0,United States,153429,Consumer Discretionary,Containers/Packaging
CRTO,Criteo S.A. American Depositary Shares,2008235294.0,France,159050,Consumer Discretionary,Advertising
RELY,Remitly Global Inc. Common Stock,2007006323.0,United States,1095980,Technology,Computer Software: Prepackaged Software
LILA,Liberty Latin America Ltd. Class A Common Stock,2006763783.0,United States,172874,Telecommunications,Cable & Other Pay Television Services
ARHS,Arhaus Inc. Class A Common Stock,2004304635.0,United States,688624,Consumer Discretionary,Wholesale Distributors
NVEE,NV5 Global Inc. Common Stock,2002725283.0,United States,115314,Consumer Discretionary,Military/Government/Technical
